day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
12,Orange,7,17,10.11868502951343,7,5,11,143.0,18,11,10
13,Purple,5,11,40.53689545307421,14,14,48,447.0,49,26,10
13,White,2,16,6.565102381657819,15,13,48,67.0,59,19,10
13,Pink,1,12,3.21021156461657,19,17,49,23.5,72,19,0
13,Red,6,20,38.86042629934425,17,17,43,1400.0,52,18,10
13,Yellow,3,14,22.41085715071757,14,14,50,1380.0,63,22,10
13,Blue,7,21,45.09972391175953,14,14,58,332.0,70,29,10
13,Green,3,15,6.664242534270201,12,10,45,213.0,49,19,10
13,Orange,7,18,10.11868502951343,7,5,12,143.0,20,12,10
14,Purple,5,12,40.496358557621136,14,14,51,447.0,52,28,10
14,White,2,17,6.689708024861684,16,14,55,67.0,68,21,10
14,Pink,1,13,3.2711413801129927,20,18,54,23.5,79,20,0
14,Red,6,21,38.821565873044904,17,17,46,1400.0,55,19,10
14,Yellow,3,15,22.38844629356685,14,14,58,1380.0,71,24,10
14,Blue,7,21,45.09972391175953,14,14,65,332.0,77,29,10
14,Green,3,16,6.657578291735931,12,10,50,213.0,54,20,10
14,Orange,7,19,10.108566344483915,7,5,15,143.0,23,13,10
15,Purple,5,13,40.45586219906352,14,14,55,447.0,56,29,10
15,White,2,18,6.683018316836822,16,14,59,67.0,72,23,10
15,Pink,1,14,3.2678702387328795,20,18,62,23.5,87,21,0
15,Red,6,22,38.78274430717186,17,17,50,1400.0,59,19,10
15,Yellow,3,16,22.366057847273282,14,14,64,1380.0,77,24,10
15,Blue,7,22,45.05462418784777,14,14,69,332.0,81,31,10
15,Green,3,17,6.650920713444195,12,10,55,213.0,59,22,10
15,Orange,7,21,10.098457778139432,7,5,16,143.0,25,15,10
