day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
12,Green,3,14,6.947365716722446,14,12,32,213.0,44,20,0
12,Orange,7,1,6.772811742057811,5,0,6,141.71813600599998,13,11,10
13,Purple,5,4,28.26663208793967,15,2,31,428.8695012,55,23,0
13,White,2,11,5.9402633409892065,10,8,37,67.0,31,23,10
13,Pink,1,13,2.742624544543267,11,9,44,23.5,51,18,0
13,Red,6,17,38.82152705147905,17,17,39,1400.0,51,18,10
13,Yellow,3,16,24.398126216783936,18,18,34,1380.0,53,19,10
13,Blue,7,11,47.38153855323507,16,15,38,332.0,41,21,10
13,Green,3,15,6.940418351005724,14,12,33,213.0,45,21,0
13,Orange,7,2,6.766038930315752,5,0,9,141.71813600599998,16,12,10
14,Purple,5,5,28.238365455851728,15,2,33,428.8695012,57,25,0
14,White,2,11,5.9402633409892065,10,8,39,67.0,33,24,10
14,Pink,1,14,2.739881919998724,11,9,48,23.5,55,18,0
14,Red,6,17,38.82152705147905,17,17,44,1400.0,56,19,10
14,Yellow,3,17,24.373728090567152,18,18,35,1380.0,54,20,10
14,Blue,7,11,47.38153855323507,16,15,43,332.0,45,22,10
14,Green,3,15,6.940418351005724,14,12,37,213.0,49,21,0
14,Orange,7,3,6.759272891385437,5,0,11,141.71813600599998,18,14,10
15,Purple,5,6,28.210127090395876,15,2,38,428.8695012,62,26,0
15,White,2,11,5.9402633409892065,10,8,42,67.0,35,26,10
15,Pink,1,15,2.7918848788402997,12,10,52,23.5,61,19,0
15,Red,6,18,38.78270552442757,17,17,49,1400.0,60,21,10
15,Yellow,3,18,24.349354362476586,18,18,40,1380.0,59,21,10
15,Blue,7,11,47.38153855323507,16,15,46,332.0,48,23,10
15,Green,3,15,7.079226718025839,15,13,40,213.0,54,22,0
15,Orange,7,3,6.759272891385437,5,0,15,141.71813600599998,22,16,10
