day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
13,Orange,7,9,9.380801217591,2,2,2,143.0,0,8,10
14,Purple,5,12,37.524837600000005,10,10,14,447.0,16,15,0
14,White,2,8,6.0,10,8,11,67.0,13,11,10
14,Pink,1,4,2.6,8,6,11,23.5,11,8,0
14,Red,6,17,33.76271281118928,10,10,10,1400.0,6,12,10
14,Yellow,3,7,20.0,8,8,14,1380.0,12,11,10
14,Blue,7,10,42.0,10,10,12,332.0,15,11,10
14,Green,3,6,6.07662,6,4,11,213.0,10,6,0
14,Orange,7,9,9.380801217591,2,2,2,143.0,0,8,10
15,Purple,5,12,37.524837600000005,10,10,14,447.0,16,15,0
15,White,2,8,6.0,10,8,11,67.0,13,11,10
15,Pink,1,4,2.6,8,6,11,23.5,11,8,0
15,Red,6,18,33.72895009837809,10,10,10,1400.0,6,12,10
15,Yellow,3,7,20.0,8,8,14,1380.0,12,11,10
15,Blue,7,10,42.0,10,10,12,332.0,15,11,10
15,Green,3,6,6.07662,6,4,11,213.0,10,6,0
15,Orange,7,9,9.380801217591,2,2,2,143.0,0,8,10
