day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
12,Blue,7,8,39.42579111445334,9,4,6,331.336332,0,7,10
12,Green,3,5,5.633401837657364,9,3,13,212.361638787,22,2,0
12,Orange,7,0,8.407776812921504,7,0,1,56.8007992000008,0,0,0
13,Purple,5,9,42.560768454966315,19,18,23,446.553,41,9,0
13,White,2,6,6.240539764799999,11,8,24,67.0,30,9,10
13,Pink,1,1,2.776060714852092,14,11,25,23.4765,39,11,0
13,Red,6,1,28.52832330433313,6,0,5,1394.4083944013998,10,2,0
13,Yellow,3,8,22.081616064000002,13,13,15,1380.0,6,8,10
13,Blue,7,8,39.42579111445334,9,4,8,331.336332,3,7,10
13,Green,3,5,5.633401837657364,9,3,14,212.361638787,24,4,0
13,Orange,7,0,8.407776812921504,7,0,3,56.8007992000008,2,0,0
14,Purple,5,7,40.87110594730415,17,12,20,446.106447,33,9,0
14,White,2,5,6.1781343671519995,10,7,27,67.0,33,9,0
14,Pink,1,2,2.77328465413724,14,11,25,23.4765,39,11,0
14,Red,6,1,28.55685162763746,6,0,6,1394.4083944013998,13,2,0
14,Yellow,3,8,22.081616064000002,13,13,19,1380.0,9,9,10
14,Blue,7,7,40.25452124367914,10,5,9,331.336332,7,7,10
14,Green,3,0,4.7405076463886715,9,0,5,207.90629160524875,28,0,0
14,Orange,7,1,8.575932349179935,8,1,2,56.8007992000008,0,1,0
15,Purple,5,8,40.87110594730415,17,12,21,446.106447,35,9,0
15,White,2,5,6.1781343671519995,10,7,30,67.0,36,9,0
15,Pink,1,2,2.77328465413724,14,11,27,23.4765,41,11,0
15,Red,6,0,28.243011828249724,6,0,4,1393.0139860069985,13,0,0
15,Yellow,3,8,22.081616064000002,13,13,17,1380.0,0,9,10
15,Blue,7,3,38.61656477427384,11,1,2,330.673990672332,5,2,10
15,Green,3,1,4.830482481517128,10,1,6,207.90629160524875,31,1,0
15,Orange,7,0,7.8898577612455405,8,0,3,22.720319680000323,5,0,0
