day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
12,Blue,7,1,24.821582343665323,10,0,4,50.86355165432755,16,2,0
12,Green,3,6,6.65061256667808,12,3,3,212.787,10,6,0
12,Orange,7,0,5.289554000723055,5,0,2,53.5675393117313,10,0,0
13,Purple,5,0,24.98193175648972,14,0,0,27.95181655948416,37,0,0
13,White,2,0,4.989817915096282,11,1,3,10.709280000000001,11,4,10
13,Pink,1,0,1.8147967566299996,8,0,0,9.184391626788,0,2,10
13,Red,6,1,32.23672544340395,9,0,0,1394.4083944013998,0,8,10
13,Yellow,3,0,17.932527094553727,11,0,0,1352.3999999999999,6,14,10
13,Blue,7,1,23.580479645978826,10,0,3,50.81268810267322,17,1,0
13,Green,3,4,6.5841064410113,12,1,0,212.57421300000001,11,2,0
13,Orange,7,0,5.0150261480855285,5,0,0,53.51397177241957,4,0,0
14,Purple,5,0,24.93196789297674,14,0,0,27.95181655948416,32,0,0
14,White,2,1,5.079435044851411,12,0,1,10.709280000000001,8,4,10
14,Pink,1,0,1.8147967566299996,8,0,3,9.184391626788,3,2,10
14,Red,6,0,32.268962168847345,9,0,2,1394.4083944013998,3,8,10
14,Yellow,3,0,17.932527094553727,11,0,0,1352.3999999999999,7,14,10
14,Blue,7,2,23.580479645978826,10,0,6,50.81268810267322,22,1,0
14,Green,3,2,6.648630684133211,13,1,1,212.361638787,14,0,0
14,Orange,7,0,4.964875886604673,5,0,1,53.460457800647156,6,0,0
15,Purple,5,0,24.411385910174598,14,0,0,27.895940878181754,37,0,0
15,White,2,2,5.079435044851411,12,0,3,10.709280000000001,10,4,10
15,Pink,1,0,1.8147967566299996,8,0,3,9.184391626788,3,2,10
15,Red,6,1,32.30123113101619,9,0,1,1394.4083944013998,5,6,10
15,Yellow,3,1,17.914594567459172,11,0,0,1352.3999999999999,7,15,10
15,Blue,7,2,23.580479645978826,10,0,6,50.81268810267322,22,1,0
15,Green,3,2,6.648630684133211,13,1,0,212.361638787,6,3,0
15,Orange,7,0,4.969840762491278,5,0,0,53.460457800647156,2,0,0
