day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
13,Yellow,3,8,21.202935840000002,11,11,20,1380.0,24,11,10
13,Blue,7,14,41.819785820996046,9,9,14,332.0,10,16,10
13,Green,3,9,6.305046965676,9,7,17,213.0,17,9,0
13,Orange,7,8,9.362039615155817,2,0,2,143.0,0,10,10
14,Purple,5,7,36.92858920845019,10,0,31,447.0,52,17,0
14,White,2,6,6.2424,12,10,25,67.0,29,11,10
14,Pink,1,4,2.652,9,7,23,23.5,25,11,0
14,Red,6,15,33.83033966016996,10,10,10,1400.0,0,11,10
14,Yellow,3,8,21.626994556800003,12,12,20,1380.0,26,11,10
14,Blue,7,14,42.65618153741597,10,10,15,332.0,13,16,10
14,Green,3,9,6.305046965676,9,7,18,213.0,18,9,0
14,Orange,7,8,9.343315535925505,2,0,0,143.0,0,10,10
15,Purple,5,7,36.92858920845019,10,0,34,447.0,55,17,0
15,White,2,6,6.2424,12,10,26,67.0,30,11,10
15,Pink,1,4,2.652,9,7,24,23.5,26,11,0
15,Red,6,15,33.83033966016996,10,10,10,1400.0,0,11,10
15,Yellow,3,8,21.626994556800003,12,12,20,1380.0,26,11,10
15,Blue,7,14,42.65618153741597,10,10,15,332.0,13,16,10
15,Green,3,9,6.305046965676,9,7,19,213.0,19,9,0
15,Orange,7,8,9.343315535925505,2,0,0,143.0,0,11,10
