"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"14","Yellow","15","14.862495769135096","41","33","28","1379.9759999999997","93","16","10"
"14","Blue","20","63.71417728730522","22","13","19","331.97000000000014","59","10","10"
"14","Green","14","18.85227359541764","32","23","65","212.976","119","8","0"
"15","Purple","28","58.16873969430249","25","3","2","446.9340000000003","54","10","0"
"15","White","8","9.375068152858326","25","22","23","66.994","57","10","10"
"15","Pink","18","5.469774355760641","34","18","20","23.458","87","10","0"
"15","Red","12","56.95202110737344","26","25","38","1399.994","76","18","10"
"15","Yellow","15","16.248519832359523","45","37","29","1379.9759999999997","102","16","10"
"15","Blue","22","66.95111235020947","24","13","18","331.96400000000017","64","10","10"
"15","Green","16","20.616432769025597","33","22","70","212.97","128","8","0"
