"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"14","Red","27","58.53746828207596","30","35","12","1399.9809999999998","74","16","10"
"14","Yellow","14","14.722260415032958","26","59","23","1379.9879999999998","96","17","10"
"14","Blue","25","100.45896527160949","36","52","13","331.97000000000014","113","9","10"
"14","Green","12","13.45171420396444","24","51","39","213","99","18","0"
"15","Purple","15","97.40548138541534","34","70","26","446.98800000000006","118","17","0"
"15","White","13","12.747532009617323","37","47","45","67","110","28","10"
"15","Pink","15","5.469127917819185","25","51","16","23.483","94","12","0"
"15","Red","30","62.67889230315504","33","37","10","1399.9749999999997","82","17","10"
"15","Yellow","14","15.938972970403121","28","64","26","1379.9879999999998","106","18","10"
"15","Blue","26","105.56268254326834","38","55","16","331.97000000000014","122","9","10"
"15","Green","12","14.275066726960697","27","54","41","213","107","19","0"
