"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"14","Pink","17","4.715083742676542","26","46","22","23.5","89","18","0"
"14","Red","21","53.077463976155805","24","34","18","1399.9889999999998","64","15","10"
"14","Yellow","12","14.302182323817066","27","65","11","1379.9889999999998","95","8","10"
"14","Blue","32","67.63388306943905","22","37","26","331.9860000000001","82","21","20"
"14","Green","14","10.284559407396404","22","42","15","213","67","10","0"
"15","Purple","15","115.36006844563296","44","87","18","446.995","135","16","0"
"15","White","13","18.215541319885098","50","79","17","66.999","133","18","10"
"15","Pink","18","4.857479271705374","27","48","22","23.5","93","18","0"
"15","Red","22","55.77947949633925","25","37","20","1399.9889999999998","70","16","10"
"15","Yellow","15","15.330869081527654","29","68","9","1379.9829999999997","103","8","10"
"15","Blue","34","70.99888491003394","24","38","24","331.98000000000013","88","22","20"
"15","Green","14","10.701104632514774","23","45","15","213","71","10","0"
