day,nation_name,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
13,Red,32,40.95260038817209,10,13,32,1350.3771766277448,172,10,10
13,Yellow,9,27.746027904621837,8,9,85,1380.0,101,30,10
13,Blue,35,56.609654443982066,10,35,57,332.0,128,28,10
13,Green,38,9.510662320194005,8,37,35,212.787,112,6,0
13,Orange,15,10.1,6,5,22,142.857,44,7,10
14,Purple,32,57.10650003821378,10,43,51,447.0,164,13,0
14,White,36,7.618407891191489,10,28,30,66.531736665,110,10,10
14,Pink,39,3.469710079074807,8,19,46,23.4061409060235,182,13,0
14,Red,32,40.95260038817209,10,12,32,1343.625290744606,182,10,10
14,Yellow,11,28.023488183668054,8,10,88,1380.0,108,31,10
14,Blue,38,58.90823341912207,10,38,63,332.0,141,31,10
14,Green,39,9.896833348149784,8,41,37,212.787,121,6,0
14,Orange,15,10.1,6,5,22,142.857,44,7,10
15,Purple,34,58.8368840958717,10,46,54,447.0,179,13,0
15,White,38,7.771537889804438,10,30,32,66.531736665,122,10,10
15,Pink,41,3.5044071798655554,8,20,48,23.4061409060235,196,13,0
15,Red,35,41.36212639205381,10,13,35,1343.625290744606,199,10,10
15,Yellow,13,28.303723065504734,8,11,90,1380.0,115,31,10
15,Blue,41,60.69321179995489,10,41,66,332.0,153,31,10
15,Green,41,10.610744906462967,8,48,40,212.787,136,6,0
15,Orange,15,10.1,6,5,26,142.857,52,7,10
