"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"13","Green","16","7.872354820897871","8","28","33","212.999","49","28","0"
"14","Purple","27","64.88170218881892","15","61","28","446.9870000000001","100","25","0"
"14","White","21","10.885010751744835","14","60","28","66.99599999999998","92","29","10"
"14","Pink","15","3.643053463876847","8","36","29","23.5","65","18","0"
"14","Red","35","41.292255255148824","15","7","-8","1399.9329999999989","37","15","20"
"14","Yellow","25","8.532283985220264","8","31","12","1379.9819999999997","48","16","10"
"14","Blue","40","60.675364354921214","13","35","25","331.9810000000001","77","26","10"
"14","Green","17","8.110099936488988","9","30","34","212.999","55","29","0"
"15","Purple","28","69.56196662151153","15","66","30","446.9870000000001","108","25","0"
"15","White","25","11.90360893171075","15","68","30","66.99599999999998","106","30","10"
"15","Pink","17","3.828885803586184","8","39","31","23.5","72","18","0"
"15","Red","41","44.266546769745084","16","12","-3","1399.9329999999989","52","17","20"
"15","Yellow","27","9.057191380961518","8","37","14","1379.9819999999997","56","17","10"
"15","Blue","43","65.70272515815343","13","41","28","331.9810000000001","88","27","10"
"15","Green","17","8.439402515411189","9","33","38","212.999","60","32","0"
