"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"14","Yellow","12","9.429760716248738","13","41","25","1380","56","23","10"
"14","Blue","22","63.15140826427665","11","48","38","331.99800000000005","79","29","10"
"14","Green","11","10.92583255210764","14","53","33","212.993","82","19","0"
"15","Purple","25","58.778047211775814","10","51","31","446.994","87","30","0"
"15","White","15","8.331323715455758","11","36","33","67","64","22","10"
"15","Pink","12","4.581800747658042","14","55","24","23.5","82","21","0"
"15","Red","23","46.649960326378086","11","31","1","1399.9669999999994","48","12","10"
"15","Yellow","12","9.81264681466891","13","45","26","1380","61","24","10"
"15","Blue","22","63.78292234691941","11","49","41","331.99800000000005","84","30","10"
"15","Green","11","11.256896204269053","14","55","35","212.993","86","19","0"
