"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"14","Yellow","9","7.957435180199549","9","8","37","1379.994","82","10","10"
"14","Blue","18","56.57081991184962","17","15","39","331.994","122","11","10"
"14","Green","11","11.1201153087592","27","22","39","212.988","97","8","0"
"15","Purple","18","70.96300181515825","27","15","53","446.96400000000017","122","11","0"
"15","White","12","8.753730076664727","14","6","69","66.982","87","28","10"
"15","Pink","4","4.231630944328843","13","12","65","23.5","73","24","0"
"15","Red","18","39.863765715080746","11","4","28","1399.9759999999997","83","10","10"
"15","Yellow","9","8.109262247694238","9","8","40","1379.994","93","10","10"
"15","Blue","18","57.7078933920778","17","15","43","331.994","133","11","10"
"15","Green","11","11.801912263374458","29","24","44","212.988","109","8","0"
