day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
12,Green,3,16,6.273584718298326,9,7,63,213.0,65,9,0
12,Orange,7,11,8.959749688011117,7,0,15,142.571428857,17,6,10
13,Purple,5,5,31.385082883838084,20,10,74,436.31038660819803,96,41,0
13,White,2,25,6.41066797695258,14,12,75,67.0,70,41,10
13,Pink,1,11,2.4503090218527612,8,5,42,23.4765,46,26,0
13,Red,6,23,34.74225860388319,12,12,17,1400.0,12,18,10
13,Yellow,3,18,20.896061560778755,16,14,78,1377.24138,96,24,10
13,Blue,7,30,41.54030308384061,10,10,65,332.0,54,56,10
13,Green,3,16,6.527037540917579,11,9,68,213.0,74,9,0
13,Orange,7,11,8.959749688011117,7,0,18,142.571428857,20,6,10
14,Purple,5,0,27.40313187803401,20,1,75,174.34963048863597,107,41,0
14,White,2,27,6.404257308975628,14,12,81,67.0,75,45,10
14,Pink,1,12,2.4478587128309086,8,5,46,23.4765,50,29,0
14,Red,6,23,34.67280882893402,12,12,17,1400.0,9,19,10
14,Yellow,3,21,20.875165499217974,16,14,87,1377.24138,105,28,10
14,Blue,7,31,41.49876278075677,10,10,69,332.0,56,60,10
14,Green,3,17,6.520510503376662,11,9,74,213.0,80,9,0
14,Orange,7,12,8.950789938323107,7,0,14,142.571428857,12,6,10
15,Purple,5,0,23.950337261401724,20,0,74,69.67011234325894,116,41,0
15,White,2,30,6.385063743416371,14,12,83,67.0,76,46,10
15,Pink,1,13,2.445410854118078,8,5,46,23.4765,50,30,0
15,Red,6,23,34.60349788408498,12,12,17,1400.0,6,20,10
15,Yellow,3,22,20.854290333718758,16,14,97,1377.24138,113,34,10
15,Blue,7,34,41.457264017976016,10,10,73,332.0,60,65,10
15,Green,3,18,6.513989992873285,11,9,78,213.0,84,9,0
15,Orange,7,14,8.932897309236399,7,0,9,142.571428857,3,6,10
