day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
13,Purple,5,13,38.90278380988209,14,12,45,446.553,55,21,0
13,White,2,25,6.658649268744733,15,13,30,67.0,57,21,10
13,Pink,1,13,2.97167965818515,15,13,26,23.5,40,18,0
13,Red,6,24,34.23185514627161,11,11,15,1400.0,13,15,10
13,Yellow,3,16,23.78258089519869,17,17,24,1380.0,48,20,10
13,Blue,7,34,43.17531279709935,12,12,33,332.0,49,23,10
13,Green,3,20,7.065075343816504,15,13,23,213.0,47,16,0
13,Orange,7,15,8.914636315446884,5,3,11,142.714143,34,16,10
14,Purple,5,11,38.450733462011264,16,13,46,446.106447,62,21,0
14,White,2,26,6.651990619475988,15,13,32,67.0,59,21,10
14,Pink,1,13,3.031113251348853,16,14,34,23.5,49,20,0
14,Red,6,25,34.91649224919705,12,12,15,1400.0,17,16,10
14,Yellow,3,16,24.74339716336472,19,19,29,1380.0,57,22,10
14,Blue,7,35,43.132137484302255,12,12,33,332.0,50,23,10
14,Green,3,20,7.065075343816504,15,13,25,213.0,49,17,0
14,Orange,7,15,8.896815957452306,5,3,11,142.714143,33,16,10
15,Purple,5,11,38.450733462011264,16,13,57,446.106447,74,24,0
15,White,2,26,6.651990619475988,15,13,36,67.0,64,21,10
15,Pink,1,8,2.576446263646525,16,8,29,23.03,50,19,0
15,Red,6,23,34.53275999937838,12,6,6,1398.6,0,16,10
15,Yellow,3,18,24.74339716336472,19,19,32,1380.0,62,23,10
15,Blue,7,28,39.68156648555808,12,4,30,132.8,58,19,10
15,Green,3,20,7.065075343816504,15,13,26,213.0,50,18,0
15,Orange,7,16,8.887919141494853,5,3,10,142.714143,34,17,10
